Report for mn0010,,,,,,,
Court,Transaction Date,Time,Pages,Client Code,Description,Search,Cost
00PCL,06/10/2014,09:04:28,1,,BANKRUPTCY PARTY SEARCH,"NAME GOODMAN, DAVID IOWA  PAGE: 1",$0.10
00PCL,06/10/2014,10:01:34,1,,BANKRUPTCY PARTY SEARCH,NAME COLDWATER CREEK ALL COURTS  PAGE: 1,$0.10
00PCL,06/10/2014,10:04:20,1,PAPE  26689/0000,ALL COURT TYPES CASE SEAR,8:13-CV-00038 ALL COURTS  PAGE: 1,$0.10
00PCL,06/10/2014,10:13:07,1,PAPE 26689/000,ALL COURT TYPES CASE SEAR,8:13-CV-00038 ALL COURTS  PAGE: 1,$0.10
00PCL,06/10/2014,10:51:25,1,,CIVIL CASE SEARCH,14-CV-16 ALL COURTS  PAGE: 1,$0.10
00PCL,06/10/2014,13:05:21,1,OFFICE,CIVIL PARTY SEARCH,NAME WMG SERVICES ALL COURTS  PAGE: 1,$0.10
00PCL,06/10/2014,13:31:22,1,935-0,ALL COURT TYPES PARTY SEA,"NAME ALFORD,JOHN ALL COURTS  PAGE: 1",$0.10
00PCL,06/10/2014,13:31:38,1,935-0,ALL COURT TYPES PARTY SEA,"NAME ALFORD,JOHN CALIFORNIA  PAGE: 1",$0.10
00PCL,06/10/2014,14:04:29,1,935-0,ALL COURT TYPES PARTY SEA,"NAME ALFORD,JOHN,S NORTH CAROLINA  PAGE:",$0.10
00PCL,06/10/2014,14:05:24,1,935-0,ALL COURT TYPES PARTY SEA,"NAME ALFORD,JOHN CALIFORNIA  PAGE: 1",$0.10
00PCL,06/10/2014,14:54:07,1,,CIVIL PARTY SEARCH,NAME HAIGHT TEXAS  PAGE: 1,$0.10
00PCL,06/10/2014,15:32:03,1,,CIVIL CASE SEARCH,CASE TITLE USA V. MOLINOS ALL COURTS  PA,$0.10
00PCL,06/10/2014,15:32:48,1,,CIVIL PARTY SEARCH,NAME HAIGHT TEXAS  PAGE: 1,$0.10
00PCL,06/10/2014,16:50:43,1,,CIVIL PARTY SEARCH,NAME HAIGHT TEXAS  PAGE: 1,$0.10
00PCL,06/11/2014,11:05:28,1,16776,ALL COURT TYPES PARTY SEA,NAME PIKE NEBRASKA  PAGE: 1,$0.10
00PCL,06/11/2014,11:05:35,1,16776,ALL COURT TYPES PARTY SEA,"NAME PIKE,BILLY NEBRASKA  PAGE: 1",$0.10
00PCL,06/11/2014,11:34:57,1,DEUTMEYER  21618/0000,BANKRUPTCY PARTY SEARCH,NAME MIND NUTRITION NEW JERSEY  PAGE: 1,$0.10
00PCL,06/11/2014,11:36:08,1,DEUTMEYER  21618/0000,BANKRUPTCY PARTY SEARCH,NAME MIND NUTRITION ALL COURTS  PAGE: 1,$0.10
00PCL,06/11/2014,11:36:55,1,DEUTMEYER  21618/0000,BANKRUPTCY PARTY SEARCH,"NAME NUTRITION, MIND NEW JERSEY  PAGE: 1",$0.10
00PCL,06/11/2014,11:37:42,1,DEUTMEYER  21618/0000,BANKRUPTCY PARTY SEARCH,"NAME NUTRITION, MIND ALL COURTS  PAGE: 1",$0.10
00PCL,06/11/2014,14:12:25,1,,CIVIL CASE SEARCH,CASE TITLE HAMILTON V. PILGRIM'S ALL COU,$0.10
00PCL,06/11/2014,14:13:04,1,,CIVIL PARTY SEARCH,"NAME HAMILTON, ANN ALL COURTS  PAGE: 1",$0.10
00PCL,06/11/2014,14:13:11,1,,CIVIL PARTY SEARCH,"NAME HAMILTON, ANN ALL COURTS  PAGE: 1",$0.10
00PCL,06/11/2014,14:13:19,1,,CIVIL PARTY SEARCH,"NAME HAMILTON, ANN ALL COURTS  PAGE: 1",$0.10
00PCL,06/11/2014,14:23:18,1,,CIVIL PARTY SEARCH,"NAME LENDER, ANN ALL COURTS  PAGE: 1",$0.10
00PCL,06/12/2014,10:19:22,1,,BANKRUPTCY CASE SEARCH,CASE TITLE ALGER CATTLE COMPANY NEBRASKA,$0.10
00PCL,06/12/2014,10:20:21,1,,BANKRUPTCY PARTY SEARCH,NAME ALGER CATTLE COMPANY ALL COURTS  PA,$0.10
00PCL,06/12/2014,10:25:19,1,,BANKRUPTCY PARTY SEARCH,NAME ALGER CATTLE COMPANY ALL COURTS  PA,$0.10
00PCL,06/13/2014,09:01:10,1,,ALL COURT TYPES CASE SEAR,14-00162 ALL COURTS  PAGE: 1,$0.10
00PCL,06/13/2014,09:01:19,1,,ALL COURT TYPES CASE SEAR,14-00162 ALL COURTS  PAGE: 2,$0.10
00PCL,06/13/2014,09:01:30,1,,ALL COURT TYPES CASE SEAR,14-00162 ALL COURTS  PAGE: 3,$0.10
00PCL,06/13/2014,09:03:25,1,,CIVIL PARTY SEARCH,NAME GRANTIE RE 14-00162 ALL COURTS  PAG,$0.10
00PCL,06/13/2014,09:03:44,1,,CIVIL PARTY SEARCH,"NAME GRANITE RE, INC. ALL COURTS  PAGE:",$0.10
00PCL,06/13/2014,09:08:04,1,,CIVIL PARTY SEARCH,"NAME GRANITE RE, INC. ALL COURTS  PAGE:",$0.10
00PCL,06/13/2014,18:25:28,1,,BANKRUPTCY PARTY SEARCH,"NAME WRIGHT,BRYAN ALL COURTS  PAGE: 1",$0.10
00PCL,06/13/2014,18:25:37,1,,BANKRUPTCY PARTY SEARCH,"NAME WRIGHT,BRYAN NEBRASKA  PAGE: 1",$0.10
00PCL,06/16/2014,08:46:45,1,,CIVIL CASE SEARCH,4:14CV228 ALL COURTS  PAGE: 1,$0.10
00PCL,06/16/2014,09:28:33,1,OFFICE,CIVIL CASE SEARCH,4:13-CV-426 ALL COURTS  PAGE: 1,$0.10
00PCL,06/16/2014,10:17:27,1,BUSINESS DEVELOPMENT,ALL COURT TYPES CASE SEAR,14-181 ALL COURTS  PAGE: 1,$0.10
00PCL,06/16/2014,10:19:59,1,BUSINESS DEVELOPMENT,ALL COURT TYPES CASE SEAR,8:14-CV-00181 ALL COURTS  PAGE: 1,$0.10
00PCL,06/16/2014,14:32:16,1,OFFICE,CIVIL CASE SEARCH,12-CV-07127 ALL COURTS  PAGE: 1,$0.10
00PCL,06/17/2014,09:01:22,1,PAPE  26689/0000,BANKRUPTCY CASE SEARCH,8:13-CV-00038 ALL COURTS  PAGE: 1,$0.10
00PCL,06/17/2014,09:01:42,1,PAPE  26689/0000,ALL COURT TYPES CASE SEAR,8:13-CV-00038 ALL COURTS  PAGE: 1,$0.10
00PCL,06/17/2014,11:06:59,1,OFFICE,CIVIL CASE SEARCH,4:13-CV-426 ALL COURTS  PAGE: 1,$0.10
00PCL,06/17/2014,13:48:06,1,OFFICE,CIVIL CASE SEARCH,13-CV-5049 ALL COURTS  PAGE: 1,$0.10
00PCL,06/18/2014,14:30:54,1,OFFICE,CIVIL CASE SEARCH,8:07-CV-88 ALL COURTS  PAGE: 1,$0.10
00PCL,06/19/2014,09:16:59,1,,BANKRUPTCY PARTY SEARCH,NAME COLDWATER CREEK ALL COURTS  PAGE: 1,$0.10
00PCL,06/20/2014,09:54:07,1,OFFICE,CIVIL CASE SEARCH,4:13-CV-426 ALL COURTS  PAGE: 1,$0.10
00PCL,06/20/2014,10:21:59,1,,ALL COURT TYPES CASE SEAR,3:14-CV-03008 IOWA  PAGE: 1,$0.10
00PCL,06/23/2014,10:16:40,1,BD-WEGNER-OTTER PRODUCTS,ALL COURT TYPES PARTY SEA,NAME OTTER PRODUCTS ALL COURTS  PAGE: 1,$0.10
00PCL,06/23/2014,10:17:40,1,BD-WEGNER-OTTER PRODUCTS,ALL COURT TYPES PARTY SEA,NAME OTTER PRODUCTS ALL COURTS  PAGE: 1,$0.10
00PCL,06/23/2014,10:22:15,1,MPG/MILLER,BANKRUPTCY PARTY SEARCH,"NAME MILLER, DRAYTON ALL COURTS  PAGE: 1",$0.10
00PCL,06/23/2014,11:40:42,1,OFFICE,CIVIL PARTY SEARCH,NAME IOWA RENEWABLE ENERGY ALL COURTS  P,$0.10
00PCL,06/23/2014,12:02:09,1,PAPE  26689/0000,ALL COURT TYPES CASE SEAR,8:13-CV-00038 ALL COURTS  PAGE: 1,$0.10
00PCL,06/23/2014,13:10:18,1,OFFICE,BANKRUPTCY CASE SEARCH,11-37690 ALL COURTS  PAGE: 1,$0.10
00PCL,06/23/2014,13:14:51,1,OFFICE,CIVIL CASE SEARCH,12-CV-7127 ALL COURTS  PAGE: 1,$0.10
00PCL,06/23/2014,17:15:38,1,BD-WEGNER-WESTERN DISPOSAL,ALL COURT TYPES PARTY SEA,NAME WESTERN DISPOSAL ALL COURTS  PAGE:,$0.10
00PCL,06/24/2014,10:28:27,1,,ALL COURT TYPES PARTY SEA,NAME BUTTERBALL ALL COURTS  PAGE: 1,$0.10
00PCL,06/24/2014,10:36:09,1,,ALL COURT TYPES PARTY SEA,NAME HELMERT ALL COURTS  PAGE: 1,$0.10
00PCL,06/24/2014,10:41:12,1,,ALL COURT TYPES PARTY SEA,NAME GARNER AND BUTTERBALL ALL COURTS  P,$0.10
00PCL,06/24/2014,10:41:24,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 1,$0.10
00PCL,06/24/2014,10:41:44,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 11,$0.10
00PCL,06/24/2014,10:41:47,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 996,$0.10
00PCL,06/24/2014,10:41:50,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 995,$0.10
00PCL,06/24/2014,10:41:52,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 994,$0.10
00PCL,06/24/2014,10:41:54,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 993,$0.10
00PCL,06/24/2014,10:42:00,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 992,$0.10
00PCL,06/24/2014,10:42:05,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 988,$0.10
00PCL,06/24/2014,10:42:10,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 984,$0.10
00PCL,06/24/2014,10:42:26,1,,ALL COURT TYPES PARTY SEA,NAME GARNER ALL COURTS  PAGE: 980,$0.10
00PCL,06/24/2014,10:43:43,1,,ALL COURT TYPES CASE SEAR,4:10CV01025 ARKANSAS  PAGE: 1,$0.10
00PCL,06/24/2014,10:48:32,1,,ALL COURT TYPES CASE SEAR,08-5071 MISSOURI  PAGE: 1,$0.10
00PCL,06/24/2014,10:51:19,1,,ALL COURT TYPES CASE SEAR,08-CV-02071 COLORADO  PAGE: 1,$0.10
00PCL,06/25/2014,13:38:58,1,,ALL COURT TYPES PARTY SEA,"NAME GIMENEZ, PETER ALL COURTS  PAGE: 1",$0.10
00PCL,06/30/2014,12:54:02,1,OFFICE,CIVIL CASE SEARCH,09-CV-3224 ALL COURTS  PAGE: 1,$0.10
00PCL,06/30/2014,14:07:58,1,OFFICE,BANKRUPTCY PARTY SEARCH,"NAME MILLER, DRAYTON ALL COURTS  PAGE: 1",$0.10
00PCL,06/30/2014,14:08:24,1,PAPE 26689/0000,ALL COURT TYPES CASE SEAR,8:13-CV-00038 ALL COURTS  PAGE: 1,$0.10
00PCL,06/30/2014,14:20:15,1,PAPE  26689/0000,ALL COURT TYPES CASE SEAR,8:13-CV-00038 ALL COURTS  PAGE: 1,$0.10
03CA,04/08/2014,14:58:15,1,GWT/JSP/OFFICE,CASE SUMMARY,13-3235,$0.10
03CA,04/08/2014,14:58:27,4,GWT/JSP/OFFICE,DOCKET REPORT (FILTERED),13-3235,$0.40
04CA,04/07/2014,14:12:23,1,12096-1,CASE SUMMARY,13-2003,$0.10
04CA,04/07/2014,14:12:47,3,12096-1,DOCKET REPORT (FILTERED),13-2003,$0.30
04CA,04/07/2014,14:14:20,2,12096-1,PDF DOCUMENT,"CASE: 13-2003, DOCUMENT: 1",$0.20
04CA,04/07/2014,14:16:43,9,12096-1,PDF DOCUMENT,"CASE: 13-2003, DOCUMENT: 9",$0.90
04CA,04/07/2014,14:23:51,1,12096-1,PDF DOCUMENT,"CASE: 13-2003, DOCUMENT: 36",$0.10
04CA,04/07/2014,14:24:28,1,12096-1,PDF DOCUMENT,"CASE: 13-2003, DOCUMENT: 37",$0.10
04CA,04/07/2014,14:28:52,1,12096-1,PDF DOCUMENT,"CASE: 13-2003, DOCUMENT: 37",$0.10
05CA,04/22/2014,14:16:21,1,,CASE SUMMARY,12-60752,$0.10
05CA,04/22/2014,14:16:27,4,,DOCKET REPORT (FULL),12-60752,$0.40
05CA,04/24/2014,07:53:40,1,,CASE SUMMARY,14-60295,$0.10
05CA,04/24/2014,07:53:47,1,,DOCKET REPORT (FULL),14-60295,$0.10
05CA,06/03/2014,07:45:32,1,,CASE SUMMARY,14-60295,$0.10
06CA,04/17/2014,08:36:16,1,,CASE SUMMARY,14-5441,$0.10
06CA,04/17/2014,08:36:57,1,,DOCKET REPORT (FILTERED),14-5441,$0.10
08CA,04/22/2014,13:54:47,1,,CASE SUMMARY,13-2812,$0.10
08CA,04/22/2014,13:54:59,3,,DOCKET REPORT (FILTERED),13-2812,$0.30
08CA,04/22/2014,13:59:15,1,,CASE SUMMARY,13-2722,$0.10
08CA,04/22/2014,13:59:25,4,,DOCKET REPORT (FILTERED),13-2722,$0.40
08CA,04/22/2014,14:01:17,1,,CASE SUMMARY,12-3947,$0.10
08CA,04/22/2014,14:01:26,3,,DOCKET REPORT (FILTERED),12-3947,$0.30
08CA,04/22/2014,14:02:15,1,,CASE SUMMARY,10-2978,$0.10
08CA,04/22/2014,14:02:22,3,,DOCKET REPORT (FILTERED),10-2978,$0.30
08CA,04/22/2014,14:05:03,1,,CASE SUMMARY,10-2952,$0.10
08CA,04/22/2014,14:05:31,1,,CASE SUMMARY,03-3627,$0.10
08CA,04/22/2014,14:05:46,2,,DOCKET REPORT (FILTERED),03-3627,$0.20
08CA,04/22/2014,14:12:32,1,,CASE SUMMARY,01-2363,$0.10
08CA,04/22/2014,14:12:37,2,,DOCKET REPORT (FILTERED),01-2363,$0.20
08CA,04/22/2014,14:19:17,1,,CASE SUMMARY,01-2363,$0.10
08CA,04/22/2014,14:19:21,2,,DOCKET REPORT (FILTERED),01-2363,$0.20
08CA,04/22/2014,14:20:26,1,,CASE SUMMARY,01-2764,$0.10
08CA,04/22/2014,14:20:30,2,,DOCKET REPORT (FILTERED),01-2764,$0.20
08CA,04/22/2014,14:27:14,1,,CASE SUMMARY,11-3115,$0.10
08CA,04/22/2014,14:27:21,3,,DOCKET REPORT (FILTERED),11-3115,$0.30
08CA,04/22/2014,14:27:42,3,,PDF DOCUMENT,"CASE: 11-3115, DOCUMENT: 00811756480",$0.30
08CA,04/22/2014,14:27:42,19,,PDF DOCUMENT,"CASE: 11-3115, DOCUMENT: 00811756432",$1.90
08CA,04/22/2014,14:27:54,19,,PDF DOCUMENT,"CASE: 11-3115, DOCUMENT: 00811756432",$1.90
08CA,04/22/2014,14:27:54,3,,PDF DOCUMENT,"CASE: 11-3115, DOCUMENT: 00811756480",$0.30
08CA,04/22/2014,14:28:56,1,,PDF DOCUMENT,"CASE: 11-3115, DOCUMENT: 00811756511",$0.10
08CA,04/23/2014,09:56:17,1,27168-0,CASE SUMMARY,13-1485,$0.10
08CA,04/30/2014,15:22:03,1,,CASE SUMMARY,12-3947,$0.10
08CA,04/30/2014,15:22:37,3,,DOCKET REPORT (FILTERED),12-3947,$0.30
08CA,04/30/2014,15:23:10,8,,PDF DOCUMENT,"CASE: 12-3947, DOCUMENT: 00812134364",$0.80
08CA,05/06/2014,13:47:42,1,,CASE SUMMARY,09-1194,$0.10
08CA,05/06/2014,13:47:58,3,,DOCKET REPORT (FILTERED),09-1194,$0.30
08CA,05/06/2014,13:48:53,30,,PDF DOCUMENT,"CASE: 09-1194, DOCUMENT: 00811065713",$3.00
08CA,05/07/2014,16:22:04,1,,CASE SUMMARY,12-2203,$0.10
08CA,05/07/2014,16:22:25,9,,DOCKET REPORT (FILTERED),12-2203,$0.90
08CA,05/07/2014,16:24:49,1,,PDF DOCUMENT,"CASE: 12-2203, DOCUMENT: 00812012640",$0.10
08CA,05/07/2014,16:25:19,1,,PDF DOCUMENT,"CASE: 12-2203, DOCUMENT: 00812012634",$0.10
08CA,05/07/2014,16:26:35,1,,CASE SUMMARY,11-2974,$0.10
08CA,05/07/2014,16:26:54,3,,DOCKET REPORT (FILTERED),11-2974,$0.30
08CA,05/07/2014,16:27:35,3,,PDF DOCUMENT,"CASE: 11-2974, DOCUMENT: 00811745251",$0.30
08CA,05/20/2014,10:45:17,1,,CASE SUMMARY,12-3947,$0.10
08CA,05/20/2014,10:45:28,3,,DOCKET REPORT (FILTERED),12-3947,$0.30
08CA,05/20/2014,10:46:22,30,,PDF DOCUMENT,"CASE: 12-3947, DOCUMENT: 00812106399",$3.00
08CA,06/09/2014,15:47:00,1,16776,CASE SUMMARY,01-1148,$0.10
09CA,04/25/2014,11:47:39,1,21618,CASE SELECTION TABLE,"NAME: THERMOLIFE (PTY), FILED: 04/25/201",$0.10
09CA,05/15/2014,11:32:45,1,CAG/DAVID SEEDS,CASE SELECTION TABLE,"NAME: LILLY (PTY), CASE TYPE: CV, FILED:",$0.10
09CA,05/15/2014,11:32:50,1,CAG/DAVID SEEDS,CASE SUMMARY,12-55921,$0.10
09CA,05/15/2014,11:33:01,4,CAG/DAVID SEEDS,DOCKET REPORT (FILTERED),12-55921,$0.40
09CA,05/15/2014,11:33:27,25,CAG/DAVID SEEDS,PDF DOCUMENT,"CASE: 12-55921, DOCUMENT: 11-1",$2.50
10CA,06/04/2014,06:51:29,1,,CASE SUMMARY,14-1217,$0.10
10CA,06/04/2014,06:52:08,30,,PDF DOCUMENT,"CASE: 14-1217, DOCUMENT: 01019258802",$3.00
ALSBK,04/08/2014,13:17:09,6,,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.60
ALSBK,04/08/2014,13:17:32,1,,IMAGE81-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,13:19:45,6,,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.60
ALSBK,04/08/2014,13:20:12,1,,IMAGE82-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,13:21:00,2,,IMAGE79-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/08/2014,13:50:58,6,MP GLOBAL,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.60
ALSBK,04/08/2014,13:51:22,30,MP GLOBAL,IMAGE8-0,13-03996                       DOCUMENT,$3.00
ALSBK,04/08/2014,13:52:34,3,MP GLOBAL,IMAGE16-0,13-03996                       DOCUMENT,$0.30
ALSBK,04/08/2014,13:52:57,1,MP GLOBAL,IMAGE17-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,13:53:22,2,MP GLOBAL,IMAGE18-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/08/2014,13:53:55,1,MP GLOBAL,IMAGE19-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,13:55:12,4,MP GLOBAL,IMAGE20-0,13-03996                       DOCUMENT,$0.40
ALSBK,04/08/2014,13:55:57,3,MP GLOBAL,IMAGE31-0,13-03996                       DOCUMENT,$0.30
ALSBK,04/08/2014,13:56:17,1,MP GLOBAL,IMAGE32-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,13:56:51,2,MP GLOBAL,IMAGE33-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/08/2014,13:57:18,1,MP GLOBAL,IMAGE34-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,13:57:55,6,MP GLOBAL,IMAGE45-0,13-03996                       DOCUMENT,$0.60
ALSBK,04/08/2014,13:58:37,1,MP GLOBAL,IMAGE50-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,13:59:10,1,MP GLOBAL,IMAGE51-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,13:59:26,3,MP GLOBAL,IMAGE55-0,13-03996                       DOCUMENT,$0.30
ALSBK,04/08/2014,13:59:48,2,MP GLOBAL,IMAGE56-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/08/2014,14:00:14,2,MP GLOBAL,IMAGE57-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/08/2014,14:00:36,1,MP GLOBAL,IMAGE60-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,14:01:10,3,MP GLOBAL,IMAGE75-0,13-03996                       DOCUMENT,$0.30
ALSBK,04/08/2014,14:01:35,1,MP GLOBAL,IMAGE76-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/08/2014,14:01:54,1,MP GLOBAL,IMAGE77-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,13:19:20,6,DRAYTON MILLER 9846,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.60
ALSBK,04/14/2014,14:28:59,6,DRAYTON MILLER 9846,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.60
ALSBK,04/14/2014,14:29:36,3,DRAYTON MILLER 9846,IMAGE1-0,13-03996                       DOCUMENT,$0.30
ALSBK,04/14/2014,14:30:13,30,DRAYTON MILLER 9846,IMAGE8-0,13-03996                       DOCUMENT,$3.00
ALSBK,04/14/2014,14:31:38,7,TESTING,HISTORY/DOCUMENTS,13-03996 TYPE: HISTORY DOCKET TEXT: DISP,$0.70
ALSBK,04/14/2014,14:32:06,1,DRAYTON MILLER 9846,IMAGE10-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:32:34,3,DRAYTON MILLER 9846,IMAGE16-0,13-03996                       DOCUMENT,$0.30
ALSBK,04/14/2014,14:41:54,1,DRAYTON MILLER 9846,IMAGE17-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:42:14,2,DRAYTON MILLER 9846,IMAGE18-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/14/2014,14:42:36,1,DRAYTON MILLER 9846,IMAGE19-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:43:01,4,DRAYTON MILLER 9846,IMAGE20-0,13-03996                       DOCUMENT,$0.40
ALSBK,04/14/2014,14:43:36,3,DRAYTON MILLER 9846,IMAGE31-0,13-03996                       DOCUMENT,$0.30
ALSBK,04/14/2014,14:43:55,1,DRAYTON MILLER 9846,IMAGE32-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:44:14,2,DRAYTON MILLER 9846,IMAGE33-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/14/2014,14:44:33,1,DRAYTON MILLER 9846,IMAGE34-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:44:59,6,DRAYTON MILLER 9846,IMAGE45-0,13-03996                       DOCUMENT,$0.60
ALSBK,04/14/2014,14:45:34,1,DRAYTON MILLER 9846,IMAGE50-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:45:57,3,DRAYTON MILLER 9846,IMAGE55-0,13-03996                       DOCUMENT,$0.30
ALSBK,04/14/2014,14:46:16,2,DRAYTON MILLER 9846,IMAGE56-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/14/2014,14:46:33,2,DRAYTON MILLER 9846,IMAGE57-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/14/2014,14:46:56,1,DRAYTON MILLER 9846,IMAGE58-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:47:15,2,DRAYTON MILLER 9846,IMAGE59-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/14/2014,14:47:33,1,DRAYTON MILLER 9846,IMAGE60-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:47:59,1,DRAYTON MILLER 9846,IMAGE71-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:48:19,3,DRAYTON MILLER 9846,IMAGE75-0,13-03996                       DOCUMENT,$0.30
ALSBK,04/14/2014,14:48:38,1,DRAYTON MILLER 9846,IMAGE76-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:49:00,1,DRAYTON MILLER 9846,IMAGE77-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:49:16,2,DRAYTON MILLER 9846,IMAGE78-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/14/2014,14:49:34,2,DRAYTON MILLER 9846,IMAGE79-0,13-03996                       DOCUMENT,$0.20
ALSBK,04/14/2014,14:49:53,1,DRAYTON MILLER 9846,IMAGE81-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/14/2014,14:50:12,1,DRAYTON MILLER 9846,IMAGE82-0,13-03996                       DOCUMENT,$0.10
ALSBK,04/28/2014,15:48:03,7,OFFICE,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.70
ALSBK,04/28/2014,15:48:22,3,OFFICE,IMAGE75-0,13-03996                       DOCUMENT,$0.30
ALSBK,05/16/2014,09:06:08,7,OFFICE,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.70
ALSBK,05/16/2014,09:07:30,3,OFFICE,IMAGE1-0,13-03996                       DOCUMENT,$0.30
ALSBK,05/16/2014,09:08:05,2,OFFICE,IMAGE84-0,13-03996                       DOCUMENT,$0.20
ALSBK,05/16/2014,09:13:34,5,OFFICE,IMAGE88-0,13-03996                       DOCUMENT,$0.50
ALSBK,05/16/2014,09:27:26,7,OFFICE,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.70
ALSBK,05/16/2014,09:27:33,1,OFFICE,CLAIMS REGISTER,13-03996      FILED OR ENTERED FROM: 1/1,$0.10
ALSBK,06/23/2014,09:22:27,8,MPG/MILLER,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.80
ALSBK,06/23/2014,09:23:43,1,MPG/MILLER,IMAGE102-0,13-03996                       DOCUMENT,$0.10
ALSBK,06/23/2014,09:24:33,1,MPG/MILLER,IMAGE104-0,13-03996                       DOCUMENT,$0.10
ALSBK,06/23/2014,09:24:56,16,MPG/MILLER,IMAGE105-0,13-03996                       DOCUMENT,$1.60
ALSBK,06/23/2014,09:27:02,2,MPG/MILLER,IMAGE108-0,13-03996                       DOCUMENT,$0.20
ALSBK,06/23/2014,09:29:14,1,MPG/MILLER,IMAGE116-0,13-03996                       DOCUMENT,$0.10
ALSBK,06/23/2014,09:33:38,2,MPG/MILLER,IMAGE103-0,13-03996                       DOCUMENT,$0.20
ALSBK,06/23/2014,09:55:25,8,MPG/MILLER,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.80
ALSBK,06/23/2014,10:05:34,2,MPG/MILLER,IMAGE106-0,13-03996                       DOCUMENT,$0.20
ALSBK,06/30/2014,13:08:08,9,OFFICE,DOCKET REPORT,13-03996 FIL OR ENT: FILED   DOC FROM: 0,$0.90
ALSDC,04/09/2014,16:00:27,2,OFFICE,IMAGE93-0,1:12-CV-00747-KD-N DOCUMENT 93-0,$0.20
ALSDC,04/22/2014,16:01:42,9,OFFICE,DOCKET REPORT,1:12-CV-00747-KD-N,$0.90
ALSDC,04/22/2014,16:02:20,3,OFFICE,IMAGE87-0,1:12-CV-00747-KD-N DOCUMENT 87-0,$0.30
ALSDC,05/01/2014,16:42:43,9,OFFICE,DOCKET REPORT,1:12-CV-00747-KD-N,$0.90
ALSDC,05/01/2014,16:43:26,3,OFFICE,IMAGE87-0,1:12-CV-00747-KD-N DOCUMENT 87-0,$0.30
ALSDC,05/02/2014,14:47:21,9,,DOCKET REPORT,1:12-CV-00747-KD-N,$0.90
